Reported Date;Total Dead and Missing;Location Coordinates
Mon, 10/25/2021 - 12:00;1;51.886299, 1.54785
Mon, 10/25/2021 - 12:00;1;14.75173302, -92.17226187
Mon, 10/25/2021 - 12:00;1;29.33243, -100.940001
Mon, 10/25/2021 - 12:00;1;16.77257029, -93.10414336
Mon, 10/25/2021 - 12:00;1;29.63186286, 52.51236196
Mon, 10/25/2021 - 12:00;1;29.63186286, 52.51236196
Mon, 10/25/2021 - 12:00;1;29.63186286, 52.51236196
Mon, 10/25/2021 - 12:00;1;28.23007995, 61.19603687
Mon, 10/25/2021 - 12:00;1;29.47645121, 60.86744515
Mon, 10/25/2021 - 12:00;1;28.23007995, 61.19603687
Mon, 10/25/2021 - 12:00;1;29.63186286, 52.51236196
Tue, 10/26/2021 - 12:00;5;38.298699, 26.161462
Tue, 10/26/2021 - 12:00;1;35.2035803, -2.925599336
Tue, 10/26/2021 - 12:00;1;32.584311, -115.384244
Tue, 10/26/2021 - 12:00;1;14.91650449, -92.26968693
Tue, 10/26/2021 - 12:00;1;30.27629382, 57.0662465
Wed, 10/27/2021 - 12:00;1;14.75173302, -92.17226187
Wed, 10/27/2021 - 12:00;2;18.41896149, -69.45150171
Wed, 10/27/2021 - 12:00;1;37.56427965, 44.95937698
Wed, 10/27/2021 - 12:00;1;29.47556374, 55.67268392
Wed, 10/27/2021 - 12:00;1;30.27629382, 57.0662465
Wed, 10/27/2021 - 12:00;1;32.768691, -114.645175
Thu, 10/28/2021 - 12:00;1;28.765054, -100.528801
Thu, 10/28/2021 - 12:00;1;32.46229, -111.709361
Thu, 10/28/2021 - 12:00;1;30.27629382, 57.0662465
Thu, 10/28/2021 - 12:00;1;27.1793466, 56.2781423
Fri, 10/29/2021 - 12:00;4;31.482035, -104.843594
Fri, 10/29/2021 - 12:00;1;32.537111, -117.124306
Fri, 10/29/2021 - 12:00;1;52.37118772, 23.25959509
Fri, 10/29/2021 - 12:00;1;51.20999235, 14.93870326
Fri, 10/29/2021 - 12:00;1;32.456583, -111.636
Fri, 10/29/2021 - 12:00;14;33.01479981, 12.54897854
Sat, 10/30/2021 - 12:00;1;34.6331529, 50.85617289
Sat, 10/30/2021 - 12:00;1;34.6331529, 50.85617289
Sat, 10/30/2021 - 12:00;1;34.6331529, 50.85617289
Sat, 10/30/2021 - 12:00;1;34.6331529, 50.85617289
Sat, 10/30/2021 - 12:00;1;35.4030708, 65.951199
Sun, 10/31/2021 - 12:00;1;15.690987, -93.200506
Sun, 10/31/2021 - 12:00;1;15.62888275, -93.16560796
Sun, 10/31/2021 - 12:00;1;53.90854342, 27.54825981
Mon, 11/01/2021 - 12:00;4;30.956002, 66.434977
Mon, 11/01/2021 - 12:00;1;27.21161534, 60.68482798
Mon, 11/01/2021 - 12:00;1;27.99566687, 57.72427834
Mon, 11/01/2021 - 12:00;1;29.47645121, 60.86744515
Tue, 11/02/2021 - 12:00;1;24.30139889, -15.33444668
Tue, 11/02/2021 - 12:00;1;27.299718, -14.062667
Tue, 11/02/2021 - 12:00;5;13.384507, 102.126183
Tue, 11/02/2021 - 12:00;1;31.88472913, 54.33057395
Tue, 11/02/2021 - 12:00;1;27.21161534, 60.68482798
Tue, 11/02/2021 - 12:00;1;27.21161534, 60.68482798
Tue, 11/02/2021 - 12:00;1;27.21161534, 60.68482798
Tue, 11/02/2021 - 12:00;1;27.21161534, 60.68482798
Wed, 11/03/2021 - 12:00;2;51.097259, 2.06455
Wed, 11/03/2021 - 12:00;1;28.69718335, -100.3980276
Wed, 11/03/2021 - 12:00;1;32.47055, -113.12511
Wed, 11/03/2021 - 12:00;1;32.47054, -113.11639
Wed, 11/03/2021 - 12:00;1;29.33791843, -100.9419056
Wed, 11/03/2021 - 12:00;1;27.21161534, 60.68482798
Wed, 11/03/2021 - 12:00;1;29.63186286, 52.51236196
Wed, 11/03/2021 - 12:00;1;35.4030708, 65.951199
Thu, 11/04/2021 - 12:00;1;50.888161, 1.660781
Thu, 11/04/2021 - 12:00;1;50.945095, 1.895409
Thu, 11/04/2021 - 12:00;1;32.09045, -111.67715
Thu, 11/04/2021 - 12:00;1;29.33100471, -100.9371237
Thu, 11/04/2021 - 12:00;1;27.50484485, 62.75022748
Fri, 11/05/2021 - 12:00;3;36.977796, 27.401169
Fri, 11/05/2021 - 12:00;1;31.39332143, 22.28870139
Fri, 11/05/2021 - 12:00;1;29.63186286, 52.51236196
Fri, 11/05/2021 - 12:00;1;27.99566687, 57.72427834
Fri, 11/05/2021 - 12:00;1;26.14844899, 14.72850186
Sat, 11/06/2021 - 12:00;4;36.700212, 67.087198
Sat, 11/06/2021 - 12:00;1;43.78612555, 7.529977308
Sat, 11/06/2021 - 12:00;3;16.700986, 99.24197
Sat, 11/06/2021 - 12:00;1;27.35022729, 62.35316592
Sat, 11/06/2021 - 12:00;1;27.35022729, 62.35316592
Sat, 11/06/2021 - 12:00;1;27.35022729, 62.35316592
Sat, 11/06/2021 - 12:00;1;30.30573986, 56.00364259
Sun, 11/07/2021 - 12:00;1;9.527325663, 45.55266379
Sun, 11/07/2021 - 12:00;1;8.66027001, -77.37263742
Sun, 11/07/2021 - 12:00;1;27.35022729, 62.35316592
Sun, 11/07/2021 - 12:00;1;30.27629382, 57.0662465
Mon, 11/08/2021 - 12:00;1;32.796608, 12.563574
Mon, 11/08/2021 - 12:00;1;53.66069218, 23.63893303
Mon, 11/08/2021 - 12:00;1;31.78388571, -106.6739087
Mon, 11/08/2021 - 12:00;1;24.1823415, 23.2912055
Tue, 11/09/2021 - 12:00;1;27.35145783, -99.39363979
Tue, 11/09/2021 - 12:00;1;-19.28207854, -68.62362488
Tue, 11/09/2021 - 12:00;12;17.72355831, -92.01214329
Tue, 11/09/2021 - 12:00;1;28.74146784, -100.5149548
Tue, 11/09/2021 - 12:00;1;31.74643378, -106.4874159
Tue, 11/09/2021 - 12:00;1;27.35022729, 62.35316592
Tue, 11/09/2021 - 12:00;1;32.6865, -115.45549
Wed, 11/10/2021 - 12:00;1;53.52049107, 23.6783989
Wed, 11/10/2021 - 12:00;1;28.6936675, -100.5106763
Wed, 11/10/2021 - 12:00;1;28.72996721, 53.33652472
Thu, 11/11/2021 - 12:00;1;30.919475, -105.367605
Thu, 11/11/2021 - 12:00;12;31.34266, -105.526907
Thu, 11/11/2021 - 12:00;7;33.83200111, -7.121090617
Thu, 11/11/2021 - 12:00;3;51.02534458, 1.550376163
Thu, 11/11/2021 - 12:00;1;37.34119197, 27.27852704
Thu, 11/11/2021 - 12:00;1;31.447194, -110.106028
Fri, 11/12/2021 - 12:00;1;27.46325091, -99.47690982
Fri, 11/12/2021 - 12:00;1;27.46325091, -99.47690982
Fri, 11/12/2021 - 12:00;1;31.695683, -111.9953
Fri, 11/12/2021 - 12:00;1;31.83074842, -110.707795
Fri, 11/12/2021 - 12:00;1;31.83074842, -110.707795
Fri, 11/12/2021 - 12:00;1;29.63186286, 52.51236196
Fri, 11/12/2021 - 12:00;1;30.27629382, 57.0662465
Sat, 11/13/2021 - 12:00;3;43.17727757, 22.57856948
Sat, 11/13/2021 - 12:00;1;52.51474331, 23.39347166
Sat, 11/13/2021 - 12:00;1;29.63186286, 52.51236196
Sat, 11/13/2021 - 12:00;14;32.93942512, 12.08592631
Sat, 11/13/2021 - 12:00;1;24.12685469, 23.50183722
Sun, 11/14/2021 - 12:00;1;27.75723993, -15.68548428
Sun, 11/14/2021 - 12:00;1;27.77040552, -15.64368925
Sun, 11/14/2021 - 12:00;7;27.20099237, -15.32732696
Sun, 11/14/2021 - 12:00;1;12.285716, 43.363376
Sun, 11/14/2021 - 12:00;1;11.32255621, -72.61491778
Sun, 11/14/2021 - 12:00;1;29.1403563, 58.1782498
Sun, 11/14/2021 - 12:00;1;29.1403563, 58.1782498
Mon, 11/15/2021 - 12:00;2;27.28180765, -15.09610647
Mon, 11/15/2021 - 12:00;1;31.51492, -110.83563
Tue, 11/16/2021 - 12:00;2;33.15417064, 12.19497854
Tue, 11/16/2021 - 12:00;5;33.15417064, 12.19497854
Tue, 11/16/2021 - 12:00;1;33.15417064, 12.19497854
Tue, 11/16/2021 - 12:00;1;33.15417064, 12.19497854
Tue, 11/16/2021 - 12:00;1;33.15417064, 12.19497854
Wed, 11/17/2021 - 12:00;77;33.20428471, 11.59477116
Wed, 11/17/2021 - 12:00;1;29.337114, -100.9419958
Wed, 11/17/2021 - 12:00;4;-35.43270714, -71.66583546
Thu, 11/18/2021 - 12:00;1;52.75983001, 23.92681273
Thu, 11/18/2021 - 12:00;1;23.78196679, -15.90116199
Thu, 11/18/2021 - 12:00;2;25.74547699, -15.96313482
Thu, 11/18/2021 - 12:00;1;28.50894329, -100.2978741
Thu, 11/18/2021 - 12:00;1;27.21161534, 60.68482798
Fri, 11/19/2021 - 12:00;1;35.88883629, -5.293346017
Fri, 11/19/2021 - 12:00;1;36.55576376, 31.99029783
Fri, 11/19/2021 - 12:00;1;27.99566687, 57.72427834
Fri, 11/19/2021 - 12:00;1;27.1793466, 56.2781423
Fri, 11/19/2021 - 12:00;3;32.060497, 12.392691
Sat, 11/20/2021 - 12:00;1;43.295348, -1.729753755
Sat, 11/20/2021 - 12:00;1;26.18597568, -98.2218036
Sat, 11/20/2021 - 12:00;1;40.9894144, 26.34719477
Sat, 11/20/2021 - 12:00;1;28.6936675, -100.5106763
Sat, 11/20/2021 - 12:00;1;29.49140341, 55.69568655
Sat, 11/20/2021 - 12:00;1;27.55323146, 14.26638654
Sun, 11/21/2021 - 12:00;1;34.79151467, 23.42076936
Mon, 11/22/2021 - 12:00;1;26.18597568, -98.2218036
Mon, 11/22/2021 - 12:00;1;7.267182998, -73.15006879
Mon, 11/22/2021 - 12:00;1;35.68940913, 51.38958967
Tue, 11/23/2021 - 12:00;14;23.37530735, -16.72927617
Tue, 11/23/2021 - 12:00;1;52.01261075, 14.72493172
Wed, 11/24/2021 - 12:00;1;51.035818, 1.91888
Wed, 11/24/2021 - 12:00;3;51.035818, 1.91888
Wed, 11/24/2021 - 12:00;1;51.035818, 1.91888
Wed, 11/24/2021 - 12:00;4;51.035818, 1.91888
Wed, 11/24/2021 - 12:00;1;51.035818, 1.91888
Wed, 11/24/2021 - 12:00;1;51.035818, 1.91888
Wed, 11/24/2021 - 12:00;16;51.035818, 1.91888
Wed, 11/24/2021 - 12:00;1;31.75327019, -106.4227072
Wed, 11/24/2021 - 12:00;1;31.55340819, -111.0488462
Wed, 11/24/2021 - 12:00;1;31.76157513, -106.5108068
Wed, 11/24/2021 - 12:00;1;35.68940913, 51.38958967
Wed, 11/24/2021 - 12:00;1;35.68940913, 51.38958967
Wed, 11/24/2021 - 12:00;1;35.68940913, 51.38958967
Wed, 11/24/2021 - 12:00;1;35.68940913, 51.38958967
Wed, 11/24/2021 - 12:00;1;35.68940913, 51.38958967
Wed, 11/24/2021 - 12:00;1;35.68940913, 51.38958967
Wed, 11/24/2021 - 12:00;1;29.62014626, 52.56665007
Wed, 11/24/2021 - 12:00;1;29.2661428, 51.2120597
Thu, 11/25/2021 - 12:00;2;27.554819, -13.351429
Thu, 11/25/2021 - 12:00;1;43.805909, 7.593366
Thu, 11/25/2021 - 12:00;1;32.39344, -113.15643
Thu, 11/25/2021 - 12:00;1;32.39351, -113.15721
Thu, 11/25/2021 - 12:00;1;32.39028, -113.1462
Thu, 11/25/2021 - 12:00;1;32.39372, -113.15846
Thu, 11/25/2021 - 12:00;8;18.99070006, -69.04945875
Thu, 11/25/2021 - 12:00;1;35.68940913, 51.38958967
Thu, 11/25/2021 - 12:00;1;30.27629382, 57.0662465
Thu, 11/25/2021 - 12:00;1;31.88472913, 54.33057395
Thu, 11/25/2021 - 12:00;1;30.30573986, 56.00364259
Thu, 11/25/2021 - 12:00;1;30.30573986, 56.00364259
Fri, 11/26/2021 - 12:00;6;26.623789, -15.325887
Fri, 11/26/2021 - 12:00;1;27.20337126, 60.6923812
Fri, 11/26/2021 - 12:00;1;31.614556, 25.049695
Fri, 11/26/2021 - 12:00;3;12.63559614, 9.385638472
Sat, 11/27/2021 - 12:00;2;27.260541, -14.137639
Sat, 11/27/2021 - 12:00;1;45.127904, 19.195741
Sat, 11/27/2021 - 12:00;1;55.338248, 26.637025
Sat, 11/27/2021 - 12:00;2;35.890415, -5.277057
Sat, 11/27/2021 - 12:00;1;31.05124289, 61.50177317
Sat, 11/27/2021 - 12:00;2;32.89071987, 13.19425803
Sun, 11/28/2021 - 12:00;1;45.730498, 19.078019
Sun, 11/28/2021 - 12:00;1;53.897747, 24.439655
Sun, 11/28/2021 - 12:00;1;28.69945954, -100.5113811
Mon, 11/29/2021 - 12:00;1;31.688633, -112.019333
Mon, 11/29/2021 - 12:00;7;21.882519, -72.333389
Mon, 11/29/2021 - 12:00;1;27.20337126, 60.6923812
Tue, 11/30/2021 - 12:00;5;33.01479981, 12.54897854
Tue, 11/30/2021 - 12:00;1;35.68940913, 51.38958967
Tue, 11/30/2021 - 12:00;1;29.63186286, 52.51236196
Wed, 12/01/2021 - 12:00;1;37.24998723, 9.376958137
Wed, 12/01/2021 - 12:00;1;45.23274832, 15.54012814
Wed, 12/01/2021 - 12:00;24;33.01479981, 12.54897854
Wed, 12/01/2021 - 12:00;1;-19.27003028, -68.62313648
Wed, 12/01/2021 - 12:00;1;35.68940913, 51.38958967
Wed, 12/01/2021 - 12:00;1;29.1403563, 58.1782498
Wed, 12/01/2021 - 12:00;1;37.462861, 70.002676
Thu, 12/02/2021 - 12:00;1;27.81738, -13.931204
Thu, 12/02/2021 - 12:00;1;31.42536159, -106.1249055
Thu, 12/02/2021 - 12:00;2;33.01479981, 12.54897854
Fri, 12/03/2021 - 12:00;2;36.935425, 27.362576
Fri, 12/03/2021 - 12:00;1;52.74622975, 23.61071211
Fri, 12/03/2021 - 12:00;1;26.715491, -98.525629
Fri, 12/03/2021 - 12:00;1;24.933683, 14.634792
Sat, 12/04/2021 - 12:00;1;37.26686035, 9.463464329
Sun, 12/05/2021 - 12:00;1;30.92051284, -104.6716081
Sun, 12/05/2021 - 12:00;1;32.31200916, 54.0212767
Mon, 12/06/2021 - 12:00;1;45.45970856, 13.64122156
Mon, 12/06/2021 - 12:00;23;13.23329457, 6.728968406
Mon, 12/06/2021 - 12:00;3;35.28445362, -3.014215991
Mon, 12/06/2021 - 12:00;1;33.01479981, 12.54897854
Mon, 12/06/2021 - 12:00;1;31.88472913, 54.33057395
Mon, 12/06/2021 - 12:00;1;31.88472913, 54.33057395
Tue, 12/07/2021 - 12:00;1;28.72504964, -100.5090504
Tue, 12/07/2021 - 12:00;1;35.68940913, 51.38958967
Tue, 12/07/2021 - 12:00;1;31.88472913, 54.33057395
Tue, 12/07/2021 - 12:00;1;31.88472913, 54.33057395
Tue, 12/07/2021 - 12:00;1;29.63186286, 52.51236196
Tue, 12/07/2021 - 12:00;1;29.63186286, 52.51236196
Tue, 12/07/2021 - 12:00;1;29.1403563, 58.1782498
Tue, 12/07/2021 - 12:00;1;36.7347725, 70.811995
Wed, 12/08/2021 - 12:00;1;52.85481245, 23.86814777
Wed, 12/08/2021 - 12:00;3;14.591986, 100.500401
Wed, 12/08/2021 - 12:00;29;33.01479981, 12.54897854
Wed, 12/08/2021 - 12:00;1;27.36577836, 62.33531363
Wed, 12/08/2021 - 12:00;1;29.49140341, 55.69568655
Wed, 12/08/2021 - 12:00;1;29.63186286, 52.51236196
Wed, 12/08/2021 - 12:00;1;19.720003, 5.68523
Thu, 12/09/2021 - 12:00;1;45.44366725, 13.6772452
Thu, 12/09/2021 - 12:00;1;23.92794499, -15.78800626
Thu, 12/09/2021 - 12:00;1;33.01479981, 12.54897854
Thu, 12/09/2021 - 12:00;41;16.74175537, -93.03719285
Thu, 12/09/2021 - 12:00;9;16.74175537, -93.03719285
Thu, 12/09/2021 - 12:00;1;16.74175537, -93.03719285
Thu, 12/09/2021 - 12:00;3;16.74175537, -93.03719285
Thu, 12/09/2021 - 12:00;1;29.345707, -100.947238
Fri, 12/10/2021 - 12:00;2;23.280853, -81.919517
Fri, 12/10/2021 - 12:00;1;27.1793466, 56.2781423
Fri, 12/10/2021 - 12:00;1;30.27629382, 57.0662465
Sat, 12/11/2021 - 12:00;1;31.68336334, -111.771129
Sat, 12/11/2021 - 12:00;1;31.05124289, 61.50177317
Sat, 12/11/2021 - 12:00;27;16.97421563, 7.986253437
Sun, 12/12/2021 - 12:00;1;33.01479981, 12.54897854
Sun, 12/12/2021 - 12:00;7;12.501255, -61.490715
Sun, 12/12/2021 - 12:00;1;21.0172671, 12.30021461
Mon, 12/13/2021 - 12:00;7;46.236862, 19.871051
Mon, 12/13/2021 - 12:00;1;35.88900369, -5.294182054
Mon, 12/13/2021 - 12:00;2;29.45303828, 59.68287884
Mon, 12/13/2021 - 12:00;5;31.89119835, 54.36801167
Mon, 12/13/2021 - 12:00;14;26.7963221, 14.76580271
Tue, 12/14/2021 - 12:00;1;35.17991902, -2.914645109
Tue, 12/14/2021 - 12:00;1;33.01479981, 12.54897854
Tue, 12/14/2021 - 12:00;2;16.74885049, -93.07477435
Tue, 12/14/2021 - 12:00;1;32.457526, -111.642319
Tue, 12/14/2021 - 12:00;6;31.92288306, 54.32441645
Wed, 12/15/2021 - 12:00;12;33.31768127, 11.62858845
Wed, 12/15/2021 - 12:00;6;33.31768127, 11.62858845
Wed, 12/15/2021 - 12:00;1;33.31768127, 11.62858845
Wed, 12/15/2021 - 12:00;1;33.31768127, 11.62858845
Wed, 12/15/2021 - 12:00;37;1.627482545, 104.3150323
Wed, 12/15/2021 - 12:00;1;35.68940913, 51.38958967
Wed, 12/15/2021 - 12:00;1;29.1403563, 58.1782498
Wed, 12/15/2021 - 12:00;1;28.344805, -100.392501
Thu, 12/16/2021 - 12:00;6;33.92652965, 10.86596099
Thu, 12/16/2021 - 12:00;1;35.28499617, 12.5961634
Thu, 12/16/2021 - 12:00;2;35.28499617, 12.5961634
Thu, 12/16/2021 - 12:00;1;31.784103, -106.590148
Thu, 12/16/2021 - 12:00;1;31.7892, -112.3544
Thu, 12/16/2021 - 12:00;1;35.68940913, 51.38958967
Fri, 12/17/2021 - 12:00;1;29.316474, -100.906933
Fri, 12/17/2021 - 12:00;1;25.712149, -15.318394
Fri, 12/17/2021 - 12:00;11;32.92694, 12.55682
Fri, 12/17/2021 - 12:00;64;32.92694, 12.55682
Fri, 12/17/2021 - 12:00;5;32.92694, 12.55682
Fri, 12/17/2021 - 12:00;1;32.92694, 12.55682
Fri, 12/17/2021 - 12:00;4;32.92694, 12.55682
Fri, 12/17/2021 - 12:00;6;32.92694, 12.55682
Fri, 12/17/2021 - 12:00;3;32.92694, 12.55682
Fri, 12/17/2021 - 12:00;8;32.92694, 12.55682
Fri, 12/17/2021 - 12:00;1;35.51901136, 51.61749223
Fri, 12/17/2021 - 12:00;1;30.27629382, 57.0662465
Sat, 12/18/2021 - 12:00;17;21.501667, -20.148333
Sat, 12/18/2021 - 12:00;61;32.87826278, 12.4675193
Sat, 12/18/2021 - 12:00;1;50.9887958, 1.969876921
Sat, 12/18/2021 - 12:00;1;35.76981593, 51.43052392
Sun, 12/19/2021 - 12:00;1;40.96188, 24.402181
Sun, 12/19/2021 - 12:00;1;22.64824868, 91.1093487
Sun, 12/19/2021 - 12:00;1;30.27629382, 57.0662465
Sun, 12/19/2021 - 12:00;1;27.35022729, 62.35316592
Sun, 12/19/2021 - 12:00;1;28.91397523, 50.92710097
Sun, 12/19/2021 - 12:00;1;22.74041316, 5.619747032
Sun, 12/19/2021 - 12:00;1;24.21362616, 23.32752558
Sun, 12/19/2021 - 12:00;9;6.650461, -77.747508
Mon, 12/20/2021 - 12:00;1;41.20768956, 26.3288103
Mon, 12/20/2021 - 12:00;1;41.20768956, 26.3288103
Mon, 12/20/2021 - 12:00;1;41.60184621, 26.59774884
Mon, 12/20/2021 - 12:00;2;33.01479981, 12.54897854
Mon, 12/20/2021 - 12:00;1;50.943662, 1.939685
Mon, 12/20/2021 - 12:00;17;25.056323, -22.893275
Tue, 12/21/2021 - 12:00;35;36.59486502, 24.96125227
Tue, 12/21/2021 - 12:00;2;36.59486502, 24.96125227
Tue, 12/21/2021 - 12:00;7;36.08663895, -0.315090086
Tue, 12/21/2021 - 12:00;1;33.01479981, 12.54897854
Tue, 12/21/2021 - 12:00;1;30.27629382, 57.0662465
Tue, 12/21/2021 - 12:00;1;29.63186286, 52.51236196
Wed, 12/22/2021 - 12:00;1;40.81622419, 26.29979817
Wed, 12/22/2021 - 12:00;3;41.6738919, 26.46499074
Wed, 12/22/2021 - 12:00;1;33.01479981, 12.54897854
Wed, 12/22/2021 - 12:00;4;36.07023884, 4.761893153
Wed, 12/22/2021 - 12:00;3;36.07023884, 4.761893153
Wed, 12/22/2021 - 12:00;3;27.02644069, 14.43604882
Wed, 12/22/2021 - 12:00;1;-19.27489006, -68.64026
Thu, 12/23/2021 - 12:00;2;34.51930268, -1.843305943
Thu, 12/23/2021 - 12:00;5;33.01479981, 12.54897854
Thu, 12/23/2021 - 12:00;1;35.68940913, 51.38958967
Thu, 12/23/2021 - 12:00;10;10.51105527, -61.737821
Fri, 12/24/2021 - 12:00;11;36.27736933, 23.09420429
Fri, 12/24/2021 - 12:00;1;31.914255, -111.984646
Fri, 12/24/2021 - 12:00;1;29.63186286, 52.51236196
Sat, 12/25/2021 - 12:00;25;37.09629177, 25.13723325
Sat, 12/25/2021 - 12:00;10;33.01479981, 12.54897854
Sat, 12/25/2021 - 12:00;3;33.01479981, 12.54897854
Sat, 12/25/2021 - 12:00;1;33.01479981, 12.54897854
Sat, 12/25/2021 - 12:00;1;33.01479981, 12.54897854
Sat, 12/25/2021 - 12:00;31;33.01479981, 12.54897854
Sat, 12/25/2021 - 12:00;1;33.01479981, 12.54897854
Sat, 12/25/2021 - 12:00;22;3.449626614, 100.9802045
Sat, 12/25/2021 - 12:00;1;32.65243001, -116.8548968
Sat, 12/25/2021 - 12:00;1;28.91397523, 50.92710097
Sat, 12/25/2021 - 12:00;1;27.022107, 14.428863
Sat, 12/25/2021 - 12:00;1;37.462861, 70.002676
Sun, 12/26/2021 - 12:00;1;-3.256664171, -79.873646
Mon, 12/27/2021 - 12:00;1;35.68940913, 51.38958967
Mon, 12/27/2021 - 12:00;1;40.82499214, 26.302935
Mon, 12/27/2021 - 12:00;1;31.35103019, 48.72688472
Mon, 12/27/2021 - 12:00;3;36.71119108, 2.817829928
Mon, 12/27/2021 - 12:00;1;34.6897687, 70.145581
Mon, 12/27/2021 - 12:00;1;25.57028983, -100.94349
Tue, 12/28/2021 - 12:00;2;33.01479981, 12.54897854
Tue, 12/28/2021 - 12:00;1;33.01479981, 12.54897854
Tue, 12/28/2021 - 12:00;2;33.01479981, 12.54897854
Tue, 12/28/2021 - 12:00;1;31.944159, -111.84184
Tue, 12/28/2021 - 12:00;1;35.68940913, 51.38958967
Tue, 12/28/2021 - 12:00;1;35.68940913, 51.38958967
Tue, 12/28/2021 - 12:00;1;35.68940913, 51.38958967
Tue, 12/28/2021 - 12:00;1;35.68940913, 51.38958967
Tue, 12/28/2021 - 12:00;1;28.80621926, -100.539882
Wed, 12/29/2021 - 12:00;1;28.6958926, -100.50903
Wed, 12/29/2021 - 12:00;1;35.68940913, 51.38958967
Thu, 12/30/2021 - 12:00;1;33.01479981, 12.54897854
Thu, 12/30/2021 - 12:00;1;33.01479981, 12.54897854
Thu, 12/30/2021 - 12:00;1;36.95282983, 7.768077993
Thu, 12/30/2021 - 12:00;2;24.93411036, 14.6332043
Fri, 12/31/2021 - 12:00;2;33.01479981, 12.54897854
Fri, 12/31/2021 - 12:00;1;33.01479981, 12.54897854
Fri, 12/31/2021 - 12:00;1;40.94315389, 26.34585211
Fri, 12/31/2021 - 12:00;6;33.01479981, 12.54897854
Fri, 12/31/2021 - 12:00;55;-12.565108, 44.862988
Fri, 12/31/2021 - 12:00;1;8.57402039, 95.833455
Tue, 11/30/2021 - 12:00;19;-4.773629561, 39.22732805
Fri, 12/31/2021 - 12:00;22;-4.872045347, 39.1037957
